Order_ID,Order_Date,Category,Product_Name,Quantity,Price,Sales,Region,Customer_Name,Payment_Method
AMZ103142,2023-01-16,Home & Kitchen,Bed Sheet Set,5.0,3955.68,19778.4,west,Priya Bose,Credit Card
AMZ104760,2023-09-11,Beauty & Personal Care,Trimmer,5.0,650.84,3254.2,South ,Tanvi Malhotra,Debit Card
AMZ104674,2024-10-01,Clothing,Women's Kurti,8.0,575.55,4604.4,,Ritu Bose,Debit Card
AMZ101875,2024-02-02,Beauty & Personal Care,Lipstick Set,8.0,1632.79,13062.32,NORTH,Sneha Iyer,UPI
AMZ101064,2023-01-25,Clothing,Running Shoes,2.0,783.24,1566.48,east,Kavya Kumar,Cash on Delivery
AMZ100056,2023-03-27,Beauty & Personal Care,Face Serum,4.0,808.68,3234.72,,Anusha Kumar,Net Banking
AMZ104538,2024-04-22,Toys & Games,Building Blocks Set,9.0,490.66,4415.94,North,Divya Joshi,Cash on Delivery
AMZ101226,2023-04-30,Grocery & Gourmet,Instant Coffee Jar,10.0,808.22,8082.2,NORTH,Ananya Patel,Amazon Pay
AMZ105424,2024-01-20,Sports & Fitness,Yoga Mat,1.0,818.2,818.2,east,Neha Bose,UPI
AMZ100011,2024-04-01,Office Products,Whiteboard Marker Set,,743.6,,NORTH,Aditya Agarwal,Amazon Pay
AMZ102878,2023-12-20,Beauty & Personal Care,Sunscreen SPF50,2.0,1228.18,2456.36,CENTRAL ,Divya Bose,UPI
AMZ104451,2023-05-20,Clothing,Formal Shirt,5.0,612.52,3062.6,,Farhan Iyer,UPI
AMZ105700,2023-03-13,Toys & Games,Soft Toy,5.0,659.47,3297.35, West,Lakshmi Rao,Cash on Delivery
AMZ104552,2024-05-06,Clothing,Men's T-Shirt,6.0,2154.99,12929.94,east,Yash Patel,Credit Card
AMZ105100,2023-10-02,Clothing,Formal Shirt,4.0,690.61,2762.44,north,Divya Kumar,Cash on Delivery
AMZ100791,2023-05-06,Clothing,Formal Shirt,1.0,1460.32,1460.32,East,Farhan Bose,Credit Card
AMZ104596,2024-03-18,Grocery & Gourmet,Green Tea Pack,5.0,612.09,3060.45,EAST,Imran Das,Credit Card
AMZ102247,2023-08-16,Home & Kitchen,Bed Sheet Set,9.0,2848.75,25638.75,NORTH,Zoya Das,Debit Card
AMZ103081,2023-01-12,Books,Biography,6.0,254.57,1527.42, North,Rohan Reddy,Debit Card
AMZ101435,2023-07-07,Home & Kitchen,Vacuum Cleaner,2.0,3606.8,7213.6, North,Sneha Bose,UPI
AMZ101014,2024-07-24,Furniture,Bookshelf,6.0,11741.48,70448.88,CENTRAL ,Neha Rao,Credit Card
AMZ104366,2023-03-06,Grocery & Gourmet,Almonds 500g,8.0,459.5,3676.0,CENTRAL ,Sneha Bhatt,UPI
AMZ103253,2023-12-01,Office Products,Desk Organizer,10.0,668.84,6688.4,north,Ritu Joshi,UPI
AMZ101389,2024-09-20,Clothing,Yoga Pants,2.0,2021.21,4042.42,East,Divya Kumar,Net Banking
AMZ100732,2023-09-16,Home & Kitchen,Non-Stick Pan Set,1.0,1226.92,1226.92,Central,Kavya Reddy,UPI
AMZ105521,2023-06-12,Office Products,Stapler,6.0,973.12,5838.72,NORTH,Farhan Patel,Credit Card
AMZ105299,2023-03-10,Electronics,Mechanical Keyboard,3.0,3198.83,9596.49,East,Vikram Singh,Amazon Pay
AMZ101503,2024-12-27,Office Products,Desk Organizer,5.0,89.39,446.95,SOUTH,Shreya Verma,UPI
AMZ100178,2024-03-09,Books,Programming Guide,7.0,292.92,2050.44, North,Divya Gupta,UPI
AMZ105242,2023-01-12,Beauty & Personal Care,Perfume 100ml,2.0,1692.56,3385.12,Central,Sanjay Singh,Debit Card
AMZ105581,2023-03-23,Toys & Games,Remote Control Car,10.0,338.07,3380.7,SOUTH,Lakshmi Das,UPI
AMZ101236,2023-01-14,Electronics,USB-C Cable,3.0,3552.11,10656.33,west,Vivek Das,Credit Card
AMZ100211,2023-07-11,Clothing,Casual Sneakers,5.0,1881.57,9407.85,North,Rohan Chatterjee,Amazon Pay
AMZ101784,2023-10-08,Toys & Games,Board Game,4.0,1541.38,6165.52,North,Isha Patel,Credit Card
AMZ105644,2024-07-26,Toys & Games,Soft Toy,6.0,1688.65,10131.9, West,Sneha Verma,Amazon Pay
AMZ101663,2023-04-27,Books,Programming Guide,4.0,576.45,2305.8,CENTRAL ,Deepak Kapoor,Net Banking
AMZ102455,2024-11-29,Clothing,Running Shoes,2.0,1868.3,3736.6,Central,Shreya Patel,UPI
AMZ105488,2024-03-12,Books,Biography,3.0,548.45,1645.35,EAST,Vikram Chatterjee,Amazon Pay
AMZ105470,2023-06-07,Clothing,Denim Jacket,9.0,1780.94,16028.46,West,Zoya Das,Cash on Delivery
AMZ101995,2023-11-04,Sports & Fitness,Cricket Bat,2.0,2425.27,4850.54,west,Manoj Nair,Net Banking
AMZ101241,2024-04-14,Books,Programming Guide,10.0,167.95,1679.5,east,Nikhil Verma,UPI
AMZ104303,2024-11-20,Home & Kitchen,Air Fryer,5.0,941.38,4706.9,West,Vikram Sharma,Amazon Pay
AMZ102126,2023-08-14,Sports & Fitness,Resistance Bands,9.0,2321.35,20892.15,central,Shreya Joshi,Debit Card
AMZ105316,2024-04-27,Office Products,Notebook Pack,10.0,461.96,4619.6,east,Zoya Chatterjee,
AMZ105287,2023-08-04,Beauty & Personal Care,Trimmer,5.0,1827.96,9139.8,East,Lakshmi Patel,Net Banking
AMZ105620,2024-10-31,Grocery & Gourmet,Basmati Rice 5kg,3.0,642.51,1927.53,NORTH,Imran Chatterjee,
AMZ101951,2023-12-16,Electronics,USB-C Cable,8.0,5428.47,43427.76,north,Meera Kumar,UPI
AMZ103499,2024-07-12,Sports & Fitness,Yoga Mat,10.0,1410.85,14108.5,east,Vikram Reddy,Net Banking
AMZ101079,2023-12-15,Sports & Fitness,Cricket Bat,1.0,2796.84,2796.84,north,Ananya Singh,Amazon Pay
AMZ100017,2024-11-23,Furniture,Bedside Table,3.0,9284.92,27854.76,EAST,Ritu Bhatt,Amazon Pay
AMZ100060,2023-01-17,Grocery & Gourmet,Honey 500g,9.0,210.45,1894.05, West,Ritu Kapoor,Cash on Delivery
AMZ103828,2024-08-23,Sports & Fitness,Dumbbell Set,1.0,209.69,209.69,central,Rahul Reddy,Net Banking
AMZ103044,2023-05-11,Sports & Fitness,Badminton Racket,,3386.81,, North,Vivek Joshi,Debit Card
AMZ104667,2023-11-29,Grocery & Gourmet,Green Tea Pack,10.0,759.93,7599.3,South ,Meera Iyer,Net Banking
AMZ102384,2023-03-27,Toys & Games,Remote Control Car,9.0,1712.54,15412.86,EAST,Neha Kumar,Cash on Delivery
AMZ104087,2023-02-23,Clothing,Yoga Pants,3.0,1110.18,3330.54, North,Lakshmi Chatterjee,UPI
AMZ105673,2024-03-03,Beauty & Personal Care,Perfume 100ml,,443.52,, West,Suresh Iyer,UPI
AMZ101504,2023-02-13,Books,Fiction Novel,3.0,577.86,1733.58,South ,Meera Bose,Debit Card
AMZ101841,2024-01-05,Toys & Games,Puzzle 1000pc,2.0,1341.52,2683.04,SOUTH,Nikhil Bhatt,Credit Card
AMZ100843,2023-12-19,Sports & Fitness,Resistance Bands,1.0,817.92,817.92,CENTRAL ,Arjun Reddy,Debit Card
AMZ101787,2024-03-04,Sports & Fitness,Cricket Bat,2.0,1851.31,3702.62,east,Kavya Iyer,UPI
AMZ103070,2023-01-25,Grocery & Gourmet,Basmati Rice 5kg,3.0,322.14,966.42,NORTH,Nikhil Bhatt,UPI
AMZ103984,2024-03-28,Beauty & Personal Care,Sunscreen SPF50,4.0,1615.18,6460.72,EAST,Ananya Das,Credit Card
AMZ104945,2024-06-02,Furniture,Bedside Table,4.0,11834.21,47336.84,north,Karthik Iyer,Net Banking
AMZ101176,2023-04-04,Office Products,Desk Organizer,6.0,800.28,4801.68,north,,Net Banking
AMZ104061,2023-08-31,Books,Self-Help Book,6.0,601.73,3610.38,east,Rohan Chatterjee,Credit Card
AMZ105138,2023-08-14,Office Products,Desk Organizer,5.0,239.66,1198.3,east,Nikhil Singh,Debit Card
AMZ100041,2023-06-16,Clothing,Formal Shirt,8.0,782.09,6256.72,south,Vikram Joshi,Net Banking
AMZ104617,2024-06-15,Books,Cookbook,5.0,431.36,2156.8,North,Imran Malhotra,Amazon Pay
AMZ105353,2023-09-06,Electronics,USB-C Cable,10.0,1997.93,19979.3,south,Lakshmi Singh,Debit Card
AMZ103312,2024-09-20,Toys & Games,Soft Toy,6.0,615.28,3691.68,south,Isha Reddy,Cash on Delivery
AMZ101146,2023-12-20,Electronics,Wireless Earbuds,4.0,3686.99,14747.96,East,Vivek Bose,UPI
AMZ103026,2023-04-30,Clothing,Yoga Pants,5.0,979.31,4896.55,NORTH,Rahul Pillai,Cash on Delivery
AMZ103361,2024-11-16,Electronics,Power Bank,3.0,4279.96,12839.88,NORTH,Manoj Nair,Cash on Delivery
AMZ102045,2024-12-31,Electronics,Smart Watch,2.0,2908.85,5817.7,CENTRAL ,Ritu Patel,Amazon Pay
AMZ102301,2024-05-03,Home & Kitchen,Bed Sheet Set,5.0,1094.21,5471.05,EAST,Farhan Malhotra,Credit Card
AMZ100405,2024-03-24,Books,Programming Guide,5.0,832.54,4162.7,Central,Meera Singh,UPI
AMZ103047,2024-04-19,Electronics,Action Camera,1.0,3271.51,3271.51,East,Kavya Sharma,Debit Card
AMZ104354,2024-01-27,Toys & Games,Soft Toy,2.0,976.27,1952.54,west,Pooja Kapoor,UPI
AMZ103775,2024-11-22,Furniture,Office Chair,2.0,4844.34,9688.68,SOUTH,Rohan Sharma,Net Banking
AMZ103451,2023-03-17,Clothing,Denim Jacket,8.0,1823.25,14586.0,Central,Arjun Menon,Net Banking
AMZ101067,2024-06-10,Electronics,Smart Watch,5.0,4430.08,22150.4,central,Neha Sharma,Net Banking
AMZ101743,2024-03-07,Books,Biography,5.0,366.84,1834.2,Central,Nikhil Menon,UPI
AMZ102392,2024-05-27,Office Products,Notebook Pack,7.0,921.39,6449.73,CENTRAL ,Nikhil Nair,Credit Card
AMZ101160,2023-06-05,Toys & Games,Board Game,8.0,477.03,3816.24,central,Rohan Kapoor,Credit Card
AMZ104964,2023-11-27,Sports & Fitness,Skipping Rope,7.0,2407.26,16850.82,North,Tanvi Nair,Net Banking
AMZ103932,2023-05-08,Furniture,Bedside Table,8.0,12429.17,99433.36,East,Vikram Iyer,Cash on Delivery
AMZ101992,2023-09-09,Home & Kitchen,Electric Kettle,9.0,4833.26,43499.34,Central,Pooja Sharma,Debit Card
AMZ103926,2024-07-15,Office Products,Stapler,4.0,512.15,2048.6,South,Tanvi Kapoor,Cash on Delivery
AMZ101222,2024-09-26,Grocery & Gourmet,Honey 500g,6.0,233.77,1402.62,NORTH,Lakshmi Reddy,UPI
AMZ101193,2023-08-08,Furniture,Office Chair,10.0,10459.97,104599.7,west,Imran Nair,Net Banking
AMZ101687,2024-12-28,Books,Cookbook,9.0,113.02,1017.18,SOUTH,Deepak Sharma,Cash on Delivery
AMZ104476,2024-06-01,Toys & Games,Puzzle 1000pc,9.0,1582.36,14241.24,west,Arjun Bose,Net Banking
AMZ100383,2024-11-30,Clothing,Formal Shirt,9.0,1918.24,17264.16,South ,Vikram Gupta,Net Banking
AMZ104996,2023-04-23,Toys & Games,Building Blocks Set,8.0,842.15,6737.2,East,Farhan Das,Cash on Delivery
AMZ101156,2024-03-19,Grocery & Gourmet,Instant Coffee Jar,9.0,283.82,2554.38,East,Farhan Nair,Amazon Pay
AMZ105320,2024-03-14,Office Products,Whiteboard Marker Set,8.0,267.67,2141.36,South ,Meera Verma,Amazon Pay
AMZ102074,2023-11-07,Electronics,Bluetooth Speaker,5.0,5907.57,29537.85,central,Ananya Sharma,Cash on Delivery
AMZ105515,2023-01-20,Sports & Fitness,Resistance Bands,4.0,3332.4,13329.6,west,Kavya Reddy,Net Banking
AMZ103673,2024-11-22,Books,Children's Story Book,6.0,667.98,4007.88,South ,Sneha Iyer,Amazon Pay
AMZ103649,2023-08-22,Sports & Fitness,Cricket Bat,7.0,2167.14,15169.98,north,Nikhil Kapoor,Amazon Pay
AMZ101813,2024-04-26,Sports & Fitness,Skipping Rope,10.0,434.28,4342.8,central,Rohan Nair,Cash on Delivery
AMZ103642,2024-10-06,Furniture,Bookshelf,8.0,7282.87,58262.96,CENTRAL ,Vivek Bhatt,Amazon Pay
AMZ102461,2023-10-09,Electronics,Wireless Mouse,2.0,3300.42,6600.84,EAST,Yash Reddy,Cash on Delivery
AMZ102061,2023-11-02,Clothing,Men's T-Shirt,3.0,605.65,1816.95,,Deepak Agarwal,Amazon Pay
AMZ101329,2023-11-04,Furniture,Bedside Table,5.0,11977.8,59889.0,East,Manoj Menon,Net Banking
AMZ103245,2024-04-30,Toys & Games,Building Blocks Set,8.0,1146.63,9173.04,South,Nikhil Malhotra,Net Banking
AMZ101297,2024-04-03,Office Products,Gel Pens Set,2.0,575.63,1151.26, North,Ananya Malhotra,Credit Card
AMZ100400,2024-02-24,Electronics,Laptop Stand,6.0,5075.66,30453.96,West,Zoya Pillai,Credit Card
AMZ105690,2023-05-13,Grocery & Gourmet,Almonds 500g,6.0,262.35,1574.1,north,Isha Kumar,
AMZ105067,2023-12-15,Home & Kitchen,Bed Sheet Set,7.0,2615.08,18305.56,,Anusha Chatterjee,Net Banking
AMZ101215,2023-10-25,Beauty & Personal Care,Face Wash,7.0,1107.36,7751.52,north,Nikhil Verma,UPI
AMZ103748,2024-03-20,Clothing,Running Shoes,4.0,2478.37,9913.48,SOUTH,Karthik Iyer,UPI
AMZ105579,2024-04-15,Grocery & Gourmet,Cooking Oil 1L,6.0,379.35,2276.1,South ,Farhan Sharma,Net Banking
AMZ105420,2024-05-10,Grocery & Gourmet,Almonds 500g,7.0,261.75,1832.25,South ,Aditya Menon,Debit Card
AMZ103680,2023-05-09,Home & Kitchen,Vacuum Cleaner,9.0,1877.72,16899.48,East,Ananya Kumar,Net Banking
AMZ104383,2023-05-03,Electronics,Action Camera,10.0,1788.19,17881.9,South ,Sneha Agarwal,Net Banking
AMZ104254,2024-05-17,Home & Kitchen,Electric Kettle,9.0,834.02,7506.18,south,Tanvi Kumar,Credit Card
AMZ101142,2024-08-11,Electronics,Mechanical Keyboard,4.0,1496.77,5987.08, West,Pooja Singh,Net Banking
AMZ101262,2024-01-09,Home & Kitchen,Non-Stick Pan Set,2.0,4716.92,9433.84, West,Anusha Das,Credit Card
AMZ102216,2024-06-26,Furniture,Bedside Table,9.0,8037.48,72337.32,CENTRAL ,Rohan Bhatt,Credit Card
AMZ105363,2023-01-10,Furniture,Bean Bag,5.0,9315.75,46578.75,CENTRAL ,Vikram Sharma,
AMZ102882,2024-04-24,Home & Kitchen,Air Fryer,1.0,3805.59,3805.59,West,Sanjay Iyer,Credit Card
AMZ104297,2024-08-21,Sports & Fitness,Yoga Mat,5.0,582.67,2913.35,EAST,Vivek Kumar,UPI
AMZ102695,2023-11-27,Home & Kitchen,Blender,10.0,2209.12,22091.2,South,Suresh Kapoor,Net Banking
AMZ104248,2023-10-09,Books,Fiction Novel,5.0,784.7,3923.5,central,Tanvi Das,Net Banking
AMZ104615,2024-04-17,Electronics,Smart Watch,10.0,2596.55,25965.5,CENTRAL ,Rohan Agarwal,UPI
AMZ103761,2023-04-08,Electronics,Portable SSD,6.0,5052.58,30315.48,SOUTH,Karthik Nair,Net Banking
AMZ103612,2023-01-27,Books,Fiction Novel,5.0,815.49,4077.45,West,Rahul Iyer,Credit Card
AMZ101980,2023-01-22,Toys & Games,Remote Control Car,4.0,330.21,1320.84,west,Shreya Malhotra,Credit Card
AMZ103097,2023-09-30,Beauty & Personal Care,Sunscreen SPF50,5.0,1134.4,5672.0,east,Kavya Bose,Credit Card
AMZ103899,2024-05-26,Home & Kitchen,Air Fryer,3.0,3634.58,10903.74,SOUTH,Rohan Verma,Cash on Delivery
AMZ105278,2023-01-04,Sports & Fitness,Dumbbell Set,3.0,1783.42,5350.26,South,Manoj Patel,Net Banking
AMZ103428,2024-02-28,Sports & Fitness,Badminton Racket,2.0,1471.27,2942.54,west,Nikhil Das,Debit Card
AMZ105180,2024-12-11,Home & Kitchen,Electric Kettle,5.0,535.53,2677.65,CENTRAL ,Isha Reddy,UPI
AMZ101447,2023-02-13,Home & Kitchen,Non-Stick Pan Set,4.0,3878.64,15514.56,central,Neha Menon,UPI
AMZ103147,2024-03-15,Clothing,Casual Sneakers,2.0,1684.74,3369.48,south,Pooja Sharma,Debit Card
AMZ102833,2024-03-16,Furniture,Office Chair,9.0,11828.37,106455.33,CENTRAL ,Anusha Rao,Credit Card
AMZ100101,2023-09-21,Toys & Games,Remote Control Car,1.0,875.02,875.02,West,Pooja Reddy,Credit Card
AMZ104081,2024-06-14,Electronics,Mechanical Keyboard,2.0,5702.54,11405.08,east,Zoya Rao,Cash on Delivery
AMZ105388,2023-05-24,Furniture,Bean Bag,5.0,3544.14,17720.7,North,Karthik Sharma,Net Banking
AMZ103234,2023-04-20,Grocery & Gourmet,Basmati Rice 5kg,1.0,185.41,185.41,central,Tanvi Kapoor,Credit Card
AMZ104871,2023-01-03,Books,Fiction Novel,4.0,847.77,3391.08,West,Zoya Sharma,Cash on Delivery
AMZ102747,2024-01-07,Sports & Fitness,Yoga Mat,9.0,3449.08,31041.72,north,Manoj Gupta,Credit Card
AMZ100014,2024-12-24,Toys & Games,Soft Toy,3.0,1673.7,5021.1,east,Imran Malhotra,UPI
AMZ105701,2023-11-15,Home & Kitchen,Storage Containers,9.0,1525.27,13727.43,central,Neha Pillai,Amazon Pay
AMZ102296,2023-04-15,Office Products,Gel Pens Set,8.0,458.77,3670.16,North,Kavya Bhatt,Debit Card
AMZ101887,2024-06-07,Books,Self-Help Book,9.0,764.66,6881.94,SOUTH,Yash Pillai,Credit Card
AMZ104963,2023-08-17,Sports & Fitness,Cricket Bat,3.0,1126.1,3378.3,South,Aditya Verma,UPI
AMZ104433,2023-02-15,Clothing,Casual Sneakers,1.0,1468.3,1468.3,EAST,Vikram Rao,UPI
AMZ100498,2024-07-01,Toys & Games,Building Blocks Set,2.0,1033.68,2067.36,North,Rahul Rao,Cash on Delivery
AMZ103348,2024-05-28,Clothing,Denim Jacket,4.0,,,Central,Ritu Bhatt,Cash on Delivery
AMZ101433,2023-10-13,Home & Kitchen,Electric Kettle,1.0,1750.34,1750.34,South,Suresh Gupta,UPI
AMZ103110,2024-01-03,Home & Kitchen,Air Fryer,10.0,2016.85,20168.5,CENTRAL ,Karthik Gupta,Debit Card
AMZ100992,2024-10-17,Furniture,Study Table,4.0,7192.42,28769.68, North,Imran Patel,UPI
AMZ102445,2024-03-19,Toys & Games,Soft Toy,1.0,617.84,617.84,Central,Tanvi Chatterjee,Credit Card
AMZ102171,2024-11-11,Beauty & Personal Care,Trimmer,9.0,1750.41,15753.69,South,Meera Patel,Amazon Pay
AMZ101850,2024-08-16,Beauty & Personal Care,Face Serum,2.0,1163.36,2326.72,South,Sneha Verma,Amazon Pay
AMZ102990,2023-05-27,Beauty & Personal Care,Face Serum,5.0,1259.82,6299.1,central,Karthik Iyer,Debit Card
AMZ101265,2024-11-15,Toys & Games,Building Blocks Set,3.0,1432.99,4298.97,NORTH,Vikram Rao,Net Banking
AMZ103767,2024-07-09,Furniture,Bean Bag,8.0,12202.01,97616.08,South,Priya Pillai,UPI
AMZ101276,2023-09-01,Sports & Fitness,Badminton Racket,1.0,2090.93,2090.93,west,Rohan Das,Amazon Pay
AMZ102774,2023-06-12,Electronics,Bluetooth Speaker,7.0,5015.32,35107.24,EAST,Karthik Sharma,Net Banking
AMZ104600,2023-12-11,Books,Biography,,510.03,,Central,Anusha Sharma,Net Banking
AMZ101590,2023-06-23,Books,Cookbook,4.0,392.09,1568.36,EAST,Nikhil Nair,Net Banking
AMZ100082,2023-12-13,Electronics,Wireless Mouse,7.0,4601.12,32207.84,West,Kavya Joshi,UPI
AMZ103792,2023-02-17,Sports & Fitness,Cricket Bat,10.0,3360.97,33609.7,North,Lakshmi Bose,Debit Card
AMZ104373,2023-01-12,Electronics,Portable SSD,6.0,1271.04,7626.24, West,Tanvi Pillai,Cash on Delivery
AMZ101862,2024-09-28,Beauty & Personal Care,Trimmer,5.0,192.76,963.8,north,Sanjay Bose,Credit Card
AMZ104998,2023-02-05,Sports & Fitness,Skipping Rope,9.0,1960.88,17647.92,CENTRAL ,Manoj Chatterjee,Cash on Delivery
AMZ102269,2024-11-28,Grocery & Gourmet,Instant Coffee Jar,7.0,488.41,3418.87,central,Vivek Reddy,Cash on Delivery
AMZ101202,2024-05-16,Sports & Fitness,Resistance Bands,8.0,2579.67,20637.36,West,Nikhil Chatterjee,Amazon Pay
AMZ102834,2023-06-13,Books,Fiction Novel,2.0,677.75,1355.5,east,Neha Reddy,UPI
AMZ105608,2024-09-16,Books,Cookbook,2.0,573.6,1147.2,SOUTH,Karthik Singh,UPI
AMZ100715,2023-03-15,Beauty & Personal Care,Hair Dryer,10.0,197.16,1971.6,East,Neha Verma,Credit Card
AMZ103450,2024-09-25,Books,Children's Story Book,2.0,598.98,1197.96, North,Kavya Bhatt,Credit Card
AMZ103084,2023-02-06,Home & Kitchen,Air Fryer,1.0,4511.43,4511.43,West,Imran Agarwal,Credit Card
AMZ105630,2024-07-30,Sports & Fitness,Resistance Bands,9.0,639.25,5753.25,CENTRAL ,Divya Agarwal,UPI
AMZ102544,2024-09-14,Electronics,Bluetooth Speaker,2.0,645.29,1290.58,west,Imran Iyer,UPI
AMZ102480,2024-05-05,Toys & Games,Puzzle 1000pc,1.0,1348.2,1348.2,North,Arjun Verma,Debit Card
AMZ100555,2023-12-15,Furniture,Bean Bag,6.0,10594.17,63565.02,south,Anusha Chatterjee,Net Banking
AMZ103581,2024-02-22,Sports & Fitness,Skipping Rope,8.0,2364.8,18918.4,EAST,Arjun Gupta,Net Banking
AMZ104831,2023-03-26,Books,Cookbook,2.0,351.08,702.16,North,Deepak Iyer,Cash on Delivery
AMZ104372,2024-02-10,Beauty & Personal Care,Sunscreen SPF50,10.0,230.68,2306.8,NORTH,Isha Bhatt,
AMZ101496,2023-08-02,Clothing,Winter Hoodie,4.0,847.54,3390.16,East,Tanvi Malhotra,Debit Card
AMZ102224,2023-01-19,Beauty & Personal Care,Hair Dryer,7.0,1035.75,7250.25, North,Deepak Bhatt,Credit Card
AMZ104340,2023-10-26,Toys & Games,Board Game,5.0,1449.52,7247.6,East,Vikram Reddy,Amazon Pay
AMZ102320,2024-04-18,Clothing,Winter Hoodie,5.0,1379.02,6895.1,SOUTH,Isha Reddy,Debit Card
AMZ104236,2024-06-14,Home & Kitchen,Blender,10.0,2637.18,26371.8, West,Rohan Sharma,Amazon Pay
AMZ105511,2023-07-03,Home & Kitchen,Storage Containers,7.0,3022.72,21159.04,central,Rahul Bhatt,Debit Card
AMZ101549,2023-06-07,Clothing,Denim Jacket,10.0,1194.64,11946.4,east,Anusha Menon,Cash on Delivery
AMZ100675,2024-03-24,Sports & Fitness,Dumbbell Set,7.0,2549.31,17845.17,East,Meera Gupta,Net Banking
AMZ102705,2023-03-08,Books,Cookbook,7.0,789.86,5529.02,Central,Deepak Reddy,UPI
AMZ101311,2023-08-21,Electronics,Power Bank,7.0,4077.02,28539.14,South,Sanjay Kapoor,UPI
AMZ101747,2024-03-04,Books,Biography,4.0,273.19,1092.76, West,Deepak Das,Net Banking
AMZ104999,2023-10-27,Office Products,Whiteboard Marker Set,3.0,316.28,948.84,EAST,Neha Agarwal,Net Banking
AMZ103614,2024-09-09,Books,Fiction Novel,2.0,107.45,214.9,east,Ritu Rao,Net Banking
AMZ105714,2023-04-14,Furniture,Study Table,9.0,11923.08,107307.72,NORTH,Karthik Malhotra,Cash on Delivery
AMZ101321,2023-02-14,Office Products,Stapler,-5.0,695.87,3479.35,North,Vikram Malhotra,Amazon Pay
AMZ105331,2024-06-06,Grocery & Gourmet,Green Tea Pack,6.0,758.0,4548.0,Central,Sneha Nair,Credit Card
AMZ102699,2024-03-05,Books,Biography,5.0,227.79,1138.95,west,Isha Malhotra,Credit Card
AMZ104068,2024-07-24,Beauty & Personal Care,Face Wash,5.0,,, North,Yash Gupta,Cash on Delivery
AMZ101558,2023-04-29,Beauty & Personal Care,Trimmer,6.0,1841.86,11051.16,Central,Ritu Verma,Credit Card
AMZ100125,2023-06-10,Beauty & Personal Care,Perfume 100ml,3.0,1195.04,3585.12,west,Rahul Joshi,Cash on Delivery
AMZ101608,2024-12-22,Sports & Fitness,Dumbbell Set,5.0,391.13,1955.65, North,Yash Menon,Net Banking
AMZ104393,2024-12-21,Grocery & Gourmet,Cooking Oil 1L,3.0,590.73,1772.19, West,Arjun Nair,UPI
AMZ104292,2023-01-05,Clothing,Casual Sneakers,4.0,1463.74,5854.96, North,Vivek Menon,Debit Card
AMZ103997,2024-04-25,Clothing,Women's Kurti,4.0,1289.78,5159.12, West,Vikram Kapoor,Amazon Pay
AMZ100627,2024-05-09,Sports & Fitness,Yoga Mat,6.0,1488.97,8933.82,West,Meera Chatterjee,Debit Card
AMZ100359,2024-04-01,Beauty & Personal Care,Hair Dryer,3.0,528.92,1586.76,South ,Tanvi Chatterjee,Net Banking
AMZ105593,2024-04-19,Furniture,Bookshelf,9.0,7879.55,70915.95,east,Isha Nair,Debit Card
AMZ102904,2023-11-21,Grocery & Gourmet,Almonds 500g,5.0,395.63,1978.15, West,Manoj Nair,Net Banking
AMZ102452,2023-12-12,Books,Biography,10.0,758.36,7583.6,West,Lakshmi Gupta,
AMZ101947,2023-12-17,Electronics,Smart Watch,4.0,4775.29,19101.16,East,Divya Menon,Amazon Pay
AMZ103979,2024-03-03,Toys & Games,Board Game,8.0,1109.44,8875.52,West,Shreya Malhotra,Cash on Delivery
AMZ104623,2023-05-16,Furniture,Bookshelf,4.0,8612.13,34448.52,Central,Yash Reddy,Amazon Pay
AMZ105246,2023-11-11,Grocery & Gourmet,Green Tea Pack,5.0,100.71,503.55,East,Priya Iyer,Cash on Delivery
AMZ103663,2024-09-07,Office Products,Stapler,5.0,866.02,4330.1,,,Amazon Pay
AMZ105815,2024-09-18,Beauty & Personal Care,Hair Dryer,9.0,924.29,8318.61, West,Anusha Joshi,Debit Card
AMZ101185,2024-02-04,Electronics,Portable SSD,4.0,,, North,Tanvi Joshi,Net Banking
AMZ104971,2024-09-30,Home & Kitchen,LED Desk Lamp,10.0,3742.12,37421.2,central,Neha Reddy,Debit Card
AMZ102600,2024-06-25,Toys & Games,Remote Control Car,2.0,931.11,1862.22,West,Nikhil Verma,Credit Card
AMZ102306,2024-03-10,Sports & Fitness,Badminton Racket,2.0,1680.44,3360.88,West,Divya Reddy,Cash on Delivery
AMZ103781,2024-05-18,Toys & Games,Board Game,7.0,451.91,3163.37,South,Arjun Reddy,Credit Card
AMZ101260,2023-04-17,Books,Cookbook,9.0,450.29,4052.61,CENTRAL ,Rahul Nair,Debit Card
AMZ103303,2023-03-24,Office Products,Stapler,2.0,545.07,1090.14,west,Meera Kumar,Net Banking
AMZ103825,2024-11-11,Office Products,Whiteboard Marker Set,10.0,337.74,3377.4,West,Manoj Menon,Amazon Pay
AMZ101595,2024-10-10,Clothing,Yoga Pants,8.0,1933.9,15471.2,South,Arjun Rao,UPI
AMZ104120,2023-03-14,Electronics,Power Bank,8.0,2011.58,16092.64,south,Kavya Gupta,Cash on Delivery
AMZ104171,2024-04-01,Home & Kitchen,Bed Sheet Set,9.0,847.76,7629.84,East,Rohan Das,Cash on Delivery
AMZ105487,2024-01-04,Grocery & Gourmet,Basmati Rice 5kg,4.0,809.49,3237.96, North,Kavya Singh,Cash on Delivery
AMZ101602,2023-06-07,Home & Kitchen,LED Desk Lamp,,3267.43,,NORTH,Rohan Malhotra,UPI
